date,home_score,away_score,tournament,neutral,elo_home_pre,elo_away_pre,elo_diff,result,home_age_mean,home_age_std,home_value_mean,home_value_std,away_age_mean,away_age_std,away_value_mean,away_value_std,age_mean_diff,age_std_diff,value_mean_diff,value_std_diff
2022-06-10,4.0,1.0,Kirin Cup,False,1904.2,1648.4,355.8,H,26.26,4.12,2947435.9,5334153.97,24.2,3.51,4960625.0,8007570.42,2.0600000000000023,0.6100000000000003,-2013189.1,-2673416.45
2022-06-10,2.0,2.0,Friendly,False,1895.2,1782.6,212.6,D,26.59,3.62,1641911.76,2112747.73,26.11,4.47,2715714.29,2411246.61,0.4800000000000004,-0.8499999999999996,-1073802.53,-298498.8799999999
2022-06-10,1.0,1.0,UEFA Nations League,False,1803.0,2113.4,-210.4,D,26.97,3.78,9122857.14,9774605.16,26.49,3.91,42277777.78,32929732.52,0.4800000000000004,-0.1300000000000003,-33154920.64,-23155127.36
2022-06-11,5.0,0.0,Friendly,False,2001.5,1786.5,315.0,H,26.81,4.6,11986111.11,14171061.14,25.34,4.34,336842.11,575792.84,1.4699999999999989,0.2599999999999998,11649269.0,13595268.3
2022-06-11,1.0,0.0,Friendly,True,1911.7,1585.6,326.2,H,24.0,4.76,2385714.29,3242454.35,26.48,4.2,762837.84,1299124.21,-2.4800000000000004,0.5599999999999996,1622876.4500000002,1943330.14
2022-06-12,1.0,2.0,Friendly,True,1920.4,1803.4,117.0,A,26.74,3.7,765789.47,598556.96,26.82,4.01,5271794.87,8934396.19,-0.0800000000000018,-0.3099999999999996,-4506005.4,-8335839.23
2022-06-12,3.0,2.0,UEFA Nations League,False,1820.7,1827.4,93.3,H,26.56,3.32,11991025.64,30782962.05,28.03,4.04,4819736.84,8749402.53,-1.4700000000000024,-0.7200000000000002,7171288.800000001,22033559.520000003
2022-06-12,1.0,0.0,UEFA Nations League,False,1927.7,2072.2,-44.5,H,27.32,3.71,8772368.42,8979499.29,27.78,5.02,32058333.33,24496081.04,-0.4600000000000008,-1.3099999999999996,-23285964.909999996,-15516581.75
2022-06-12,2.0,0.0,UEFA Nations League,False,2091.9,1882.5,309.4,H,24.97,4.48,30045454.55,20030417.64,27.97,2.83,4161029.41,6969996.6,-3.0,1.6500000000000004,25884425.14,13060421.04
2022-06-13,0.0,1.0,UEFA Nations League,False,2102.6,1888.8,313.8,A,26.49,3.91,42277777.78,32929732.52,26.18,4.0,11381818.18,10516983.51,0.3099999999999987,-0.0899999999999998,30895959.6,22412749.01
2022-06-14,0.0,3.0,Kirin Cup,False,1910.2,1753.9,256.3,A,26.26,4.12,2947435.9,5334153.97,25.26,4.38,1571323.53,2350032.32,1.0,-0.2599999999999998,1376112.37,2984121.65
2022-06-14,4.0,1.0,Friendly,False,1889.8,1748.8,241.0,H,26.59,3.62,1641911.76,2112747.73,26.98,3.64,1478205.13,2045940.16,-0.3900000000000005,-0.02,163706.63000000012,66807.57000000007
2022-07-27,3.0,0.0,EAFF Championship,False,1856.9,1906.1,50.8,H,26.26,4.12,2947435.9,5334153.97,26.59,3.62,1641911.76,2112747.73,-0.3299999999999983,0.5,1305524.14,3221406.24
2022-08-31,0.0,1.0,Friendly,True,1929.0,1788.1,140.9,A,26.26,5.49,4012121.21,3425639.3,26.11,4.47,2715714.29,2411246.61,0.1500000000000021,1.0200000000000005,1296406.92,1014392.69
2022-09-22,1.0,0.0,Friendly,False,1808.8,1738.2,170.6,H,26.59,4.55,1270394.74,1507785.23,24.72,3.99,548684.21,940638.56,1.870000000000001,0.5599999999999996,721710.53,567146.6699999999
2022-09-22,2.0,0.0,UEFA Nations League,False,2068.2,1804.0,364.2,H,26.49,3.91,42277777.78,32929732.52,26.97,3.78,9122857.14,9774605.16,-0.4800000000000004,0.1300000000000003,33154920.64,23155127.36
2022-09-23,0.0,0.0,Friendly,True,1743.6,1914.4,-170.8,D,27.46,3.69,870394.74,623520.76,24.0,4.76,2385714.29,3242454.35,3.460000000000001,-1.0699999999999998,-1515319.55,-2618933.59
2022-09-23,2.0,0.0,Kirin Challenge Cup,True,1879.3,1928.4,-49.1,H,26.26,4.12,2947435.9,5334153.97,23.72,3.77,8441666.67,10267948.38,2.5400000000000027,0.3500000000000001,-5494230.77,-4933794.410000001
2022-09-23,3.0,0.0,Friendly,True,2226.4,1648.7,577.7,H,26.94,4.36,30242857.14,25369095.77,24.2,3.51,4960625.0,8007570.42,2.740000000000002,0.8500000000000005,25282232.14,17361525.35
2022-09-23,2.0,0.0,Friendly,True,1892.0,1761.8,130.1,H,25.02,4.42,4973717.95,13205320.11,26.74,3.71,461428.57,685105.38,-1.7199999999999989,0.71,4512289.38,12520214.73
2022-09-23,1.0,0.0,Friendly,True,1907.2,2007.1,-99.9,H,26.74,3.7,765789.47,598556.96,26.81,4.6,11986111.11,14171061.14,-0.0700000000000002,-0.8999999999999995,-11220321.64,-13572504.18
2022-09-24,0.0,4.0,UEFA Nations League,False,1873.9,2049.6,-75.8,A,27.97,2.83,4161029.41,6969996.6,27.78,5.02,32058333.33,24496081.04,0.1899999999999977,-2.1899999999999995,-27897303.92,-17526084.439999998
2022-09-24,1.0,2.0,UEFA Nations League,False,2100.5,1950.2,250.3,A,24.97,4.48,30045454.55,20030417.64,27.32,3.71,8772368.42,8979499.29,-2.3500000000000014,0.7700000000000005,21273086.130000003,11050918.35
2022-09-25,1.0,0.0,UEFA Nations League,False,2071.3,2097.4,73.9,H,25.22,4.59,17747972.97,17415834.65,27.95,4.38,14484210.53,14562452.19,-2.7300000000000004,0.2099999999999999,3263762.4399999995,2853382.459999999
2022-09-25,1.0,3.0,UEFA Nations League,False,1797.5,1942.2,-44.8,A,26.97,3.78,9122857.14,9774605.16,26.18,4.0,11381818.18,10516983.51,0.7899999999999991,-0.2200000000000002,-2258961.039999999,-742378.3499999996
